data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,#country+code
6329339,51,ARM 207.00,207,2019-03-17,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Aragatsotn,Aparan,,Aragats,40.4879,44.3583,1,News Am,National,"On 17 March, in Aragats, several dozen people protested against local Hydro-power plant causing water contamination by blocking Yerevan-Vadanazor highway. [size=several dozen]",0,1572888326,ARM
6209792,51,ARM 1949.00,1949,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1572006491,ARM
6209793,51,ARM 1950.00,1950,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Zangakatun, Ararat.",0,1572006491,ARM
6209794,51,ARM 1951.00,1951,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Aygedzor, Tavush.",0,1572006491,ARM
6209795,51,ARM 1952.00,1952,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,,Berdavan,41.2057,44.9982,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Berdavan, Noyemberyan.",0,1572006491,ARM
6209796,51,ARM 1953.00,1953,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Syunik,Meghri,,Agarak,38.8638,46.1954,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Agarak, Meghri.",0,1572006491,ARM
6328154,51,ARM 187.00,187,2019-03-16,2019,1,Violence against civilians,Attack,Military Forces of Armenia (2018-) Border Guard,,1,Civilians (Azerbaijan),,7,17,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,,Noyemberyan,41.1724,44.9991,3,BBC News; Armenpress; Hraparak; Caucasian Knot; Sputnik Armenia; Ministry of Defence of Armenia; Oxu Az; AzVision; Sputnik Azerbaijan; News Am; Lragir Am,Other-National,"On 16 March, in unspecified location [coded to Noyemberyan] an Azerbaijani civilian had trespassed Azerbaijan-Armenia state border. The civilian was shot at by Armenian Border Guards sustaining injures to a lower limb.",0,1572888325,ARM
6195069,51,ARM 196.00,196,2019-03-16,2019,1,Protests,Protest with intervention,Protesters (Armenia),,6,Rioters (Armenia),HMKK: United Communist Party of Armenia,5,56,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am; Day Az,National-Regional,"On 16 March, in Yerevan, sixteen demonstrators protested in front of Russian Embassy against Russo-Turkish accord of 1921, according to which Armenia has lost part of its 'homelands'. Several members of Communist Party of Armenia intervened into the protest with placards and forced the demonstrators to disperse. [size=16]",0,1572006471,ARM
6209791,51,ARM 1948.00,1948,2019-03-16,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1572006491,ARM
6209789,51,ARM 1946.00,1946,2019-03-15,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 15 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1572006491,ARM
6209790,51,ARM 1947.00,1947,2019-03-15,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 15 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Aygedzor, Tavush.",0,1572006491,ARM
7156227,51,ARM 4248.00,4248,2019-03-14,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,1in,National,"On 14 March 2019, residents of Lenughi village organized a protest in front of the house of government in Yerevan (Yerevan, Armenia) and demanded new apartments, as their old houses were declared unsafe and evacuated. [size=no report]",0,1594652674,ARM
7279747,51,ARM 206.00,206,2019-03-14,2019,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am; AMI,National,"On 14 March, in Yerevan, several dozen of pawnshop employees held a protest against the proposed changes to the law 'On State Duty', according to which it is planned to increase state fees by about 60 times. [size=several dozen]",0,1604356503,ARM
7156120,51,ARM 191.00,191,2019-03-14,2019,1,Riots,Violent demonstration,Rioters (Armenia),,5,Police Forces of Armenia (2018-),,1,15,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,1in; Eurasia Daily Monitor; 1TV.am; AMI; Armenpress; Yandex News; Open Caucasus Media; Hraparak; Sputnik Armenia; Hetq; Eurasianet; ARMINFO News Agency; BBC News; Aze Az; Day Az,National-Regional,"On 14 March 2019, in Yerevan, a demonstration of several hundred people against the Yerevan Municipality's decision to dismantle the cafes and restore the green areas around the city square. One of the demonstrators threatened to burn himself. In ensued clash with police, 27 demonstrators have been detained, and 1 policeman has been hospitalized with a broken skull. [size=several hundred]",0,1594652657,ARM
6209786,51,ARM 1943.00,1943,2019-03-14,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 14 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1572006491,ARM
6209787,51,ARM 1944.00,1944,2019-03-14,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 14 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1572006491,ARM
6209788,51,ARM 1945.00,1945,2019-03-14,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 14 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Aygedzor, Tavush.",0,1572006491,ARM
7208219,51,ARM 1941.00,1941,2019-03-13,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 13 March, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1600118395,ARM
7208220,51,ARM 1942.00,1942,2019-03-13,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 13 March, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 2 reported incidents during that day.",0,1600118395,ARM
6196269,51,ARM 203.00,203,2019-03-13,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Avshar,39.8551,44.6789,1,Hraparak,National,"On 13 March, in Avshar, several dozen people protested against Avshar local government by blocking the main road in the village. [size=several dozen]",0,1572006473,ARM
6196275,51,ARM 202.00,202,2019-03-13,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Armavir,,Armavir,40.1548,44.0452,1,Hraparak,National,"On 13 March, in Armavir, several dozen people protested against Armavir local government. [size=several dozen]",0,1572006473,ARM
6211781,51,ARM 448.00,448,2019-03-12,2019,1,Protests,Peaceful protest,Protesters (Armenia),Students (Armenia); Teachers (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Avshar,39.8551,44.6789,1,Shamshyan,National,"On 12 March, teachers, students and their parents protested against the new principal of the school in Avshar. [size=no report]",0,1572006494,ARM
7156181,51,ARM 4186.00,4186,2019-03-12,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Armavir,,Zartonk,40.1049,44.1557,1,1in,National,"On 12 March 2019, local residents staged a protest in Zartonk (Armavir, Armenia) and demanded the resignation of the head of the village community. [size=no report]",0,1594652674,ARM
6196227,51,ARM 205.00,205,2019-03-11,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Armavir,,Zartonk,40.1049,44.1557,1,Hetq,National,"On 11 March, in Zatonk, several dozen people protested against the village's local government. [size=several dozen]",0,1572006473,ARM
7279746,51,ARM 192.00,192,2019-03-11,2019,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Day Az; Report Az; Hraparak; News Am; AMI; ARMINFO News Agency; JAM News,National-Regional,"On 11 March, in Yerevan, several dozen of pawnshop employees held a protest against the proposed changes to the law 'On State Duty', according to which it is planned to increase state fees by about 60 times. [size=several dozen]",0,1604356503,ARM
6195160,51,ARM 447.00,447,2019-03-11,2019,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Shamshyan; Azatutyun,National,"On 11 March, producers of carbonated drinks organized a protest in Yerevan against the Government's decision to raise the taxation of the carbonated drinks. [size=no report]",0,1572006471,ARM
6209781,51,ARM 1938.00,1938,2019-03-11,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,Ministry of Foreign Affairs of Armenia,Other,"On 11 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Zangakatun, Ararat.",0,1572006491,ARM
6209782,51,ARM 1939.00,1939,2019-03-11,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,,Chiva,39.7657,45.1396,2,Ministry of Foreign Affairs of Armenia,Other,"On 11 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Chiva, Yeghegnadzor.",0,1572006491,ARM
6209783,51,ARM 1940.00,1940,2019-03-11,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Vayk,,Khndzorut,39.5541,45.4049,2,Ministry of Foreign Affairs of Armenia,Other,"On 11 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Khndzorut, Vayk.",0,1572006491,ARM
7208223,51,ARM 1936.00,1936,2019-03-10,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 10 March, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1600118395,ARM
7208224,51,ARM 1937.00,1937,2019-03-10,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Zangakatun,39.8193,45.0419,2,Ministry of Foreign Affairs of Armenia,Other,"On 10 March, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Zangakatun, Ararat.",0,1600118395,ARM
7207494,51,ARM 1935.00,1935,2019-03-10,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 10 March, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1600118393,ARM
6209777,51,ARM 1934.00,1934,2019-03-09,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 9 March, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Yeraskh, Ararat, in 3 reported incidents during that day.",0,1572006491,ARM
6209774,51,ARM 1931.00,1931,2019-03-08,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 8 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1572006491,ARM
6209775,51,ARM 1932.00,1932,2019-03-08,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 8 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Yeraskh, Ararat.",0,1572006491,ARM
6209776,51,ARM 1933.00,1933,2019-03-08,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 8 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Areni, Yeghegnadzor.",0,1572006491,ARM
7156239,51,ARM 4247.00,4247,2019-03-07,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,1in,National,"On 7 March 2019, former residents of Northern Avenue, whose houses were demolished for the construction of new apartments, organized a protest in Yerevan and demanded new houses as a reimbursement. [size=no report]",0,1594652674,ARM
6210979,51,ARM 204.00,204,2019-03-07,2019,1,Protests,Peaceful protest,Protesters (Armenia),HMKK: United Communist Party of Armenia,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,News Am,National,"On 7 March, in Yerevan, a protest of several dozen of Communist Party of Armenia members in front of a hotel hosting a Bellingcat's training on data verification. [size=several dozen]",0,1572006493,ARM
7156140,51,ARM 197.00,197,2019-03-07,2019,1,Protests,Peaceful protest,Protesters (Tajikistan),Labour Group (Tajikistan),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Day Az,Regional,"On 7 March 2019, in Yerevan, five Tajik workers of cotton factory protested against the enterprise they worked for withholding their salaries. [size=5]",0,1594652657,ARM
6209772,51,ARM 1929.00,1929,2019-03-07,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 7 March, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",0,1572006491,ARM
6209773,51,ARM 1930.00,1930,2019-03-07,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,Ministry of Foreign Affairs of Armenia,Other,"On 7 March, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Movses, Tavush.",0,1572006491,ARM
7156238,51,ARM 4246.00,4246,2019-03-06,2019,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,1in,National,"On 6 March 2019, importers of cars with the right-steering wheel staged a protest in Yerevan (Yerevan, Armenia) against a ban on import of such cars. [size=no report]",0,1594652674,ARM
7207501,51,ARM 1926.00,1926,2019-03-06,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 6 March, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat, in 4 reported incidents during that day.",0,1600118393,ARM
7207260,51,ARM 1928.00,1928,2019-03-06,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 6 March, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Yeghegnadzor.",0,1600118392,ARM
7207138,51,ARM 1927.00,1927,2019-03-06,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Tigranashen,39.7858,44.9464,2,Ministry of Foreign Affairs of Armenia,Other,"On 6 March, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Tigranashen, Ararat.",0,1600118392,ARM
7156212,51,ARM 4185.00,4185,2019-03-06,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Armavir,,Griboyedov,40.1124,44.2718,2,1in,National,"On 6 March 2019, residents of Griboyedov village blocked Vagharshapat-Margara highway next to the village and demanded the renovation of the roads in the village. [size=no report]",0,1594652674,ARM
7207507,51,ARM 1924.00,1924,2019-03-05,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygepar,40.9293,45.4663,2,Ministry of Foreign Affairs of Armenia,Other,"On 5 March, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/heavy machine guns, on the positions of the military forces of Armenia located near Aygepar, Tavush.",0,1600118393,ARM
7207508,51,ARM 1925.00,1925,2019-03-05,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Idjevan,,Vazashen,40.9963,45.2858,2,Ministry of Foreign Affairs of Armenia,Other,"On 5 March, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/heavy machine guns, on the positions of the military forces of Armenia located near Vazashen, Idjevan.",0,1600118393,ARM
6195799,51,ARM 446.00,446,2019-03-04,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,ArmDaily,National,"On 4 March, in Yerevan people staged a protest against mayor Hayk Marutyan after the demolition of an historical building in the center of the city. [size=no report]",0,1572006472,ARM
7269869,51,ARM 194.00,194,2019-03-04,2019,1,Riots,Mob violence,Rioters (Armenia),Students (Armenia); Restart Movement,5,Civilians (Azerbaijan),Journalists (Armenia),7,57,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Caucasian Knot; Day Az; Yandex News; Hraparak; AMI,National-Regional,"On 4 March 2019, members of Restart student organization attacked the blogger Malyan in Yerevan (Yerevan, Armenia) and tried to throw him into the trash bin. The activists claimed that during his public speeches he insulted their group. [size=no reports]",0,1604346513,ARM
6195951,51,ARM 445.00,445,2019-03-04,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Ani,,Maralik,40.5813,43.8706,1,Azatutyun,National,"On 4 March, a group of local residents organized a demonstration in front of the village administration building in Maralik. Protestors demanded the resignation of the current head of the community. [size=no report]",0,1572006472,ARM
6195068,51,ARM 195.00,195,2019-03-03,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,Caucasian Knot; News Am; Yandex News; ARMINFO News Agency,National-International,"On 3 March, in Yerevan, several demonstrators protested against decision of the city authorities to demolish one of the historically-significant buildings. [size=several]",0,1572006471,ARM
6209765,51,ARM 1922.00,1922,2019-03-03,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 3 March, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Aygedzor, Tavush.",0,1572006491,ARM
6209766,51,ARM 1923.00,1923,2019-03-03,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 3 March, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1572006491,ARM
6209763,51,ARM 1920.00,1920,2019-03-02,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 2 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Chinari, Tavush.",0,1572006491,ARM
6209764,51,ARM 1921.00,1921,2019-03-02,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 2 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Areni, Yeghegnadzor, in 3 reported incidents during that day.",0,1572006491,ARM
6195066,51,ARM 193.00,193,2019-03-01,2019,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,,Yerevan,40.1811,44.5136,1,ARMINFO News Agency; JAM News; Tert; Armenpress; 1TV.am; AMI; Arsakh TV; Eurasianet; BBC News; News Am; Hetq; AP; Hraparak; RFE/RL,National-Regional,"On 1 March, in Yerevan, a march of about 10000 people to mark the 11th anniversary of the 2008 post-election unrest, in which 10 people perished. [size=about 10000]",0,1572006471,ARM
6209758,51,ARM 1915.00,1915,2019-03-01,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 1 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Yeraskh, Ararat, in 2 reported incidents during that day.",0,1572006491,ARM
6209759,51,ARM 1916.00,1916,2019-03-01,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 1 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Chinari, Tavush, in 3 reported incidents during that day.",0,1572006491,ARM
6209760,51,ARM 1917.00,1917,2019-03-01,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Kolagir,40.7942,45.4210,2,Ministry of Foreign Affairs of Armenia,Other,"On 1 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Kolagir, Tavush.",0,1572006491,ARM
6209761,51,ARM 1918.00,1918,2019-03-01,2019,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,,Movses,40.9057,45.4923,2,Ministry of Foreign Affairs of Armenia,Other,"On 1 March, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Movses, Tavush.",0,1572006491,ARM
